	icao	latitude	longitude	pm10
1028	KECG	36.260555555555555	-76.17444444444445	5.8
1029	KEDW	34.905277777777776	-117.88361111111112	23.87
1030	KEFD	29.607222222222223	-95.15861111111111	8.37
1031	KEGP	28.7	-100.47944444444444	9.27
1032	KEKN	38.88944444444444	-79.85694444444444	4.19
1033	KELD	33.22083333333334	-92.81305555555555	4.66
1034	KELP	31.80666666666667	-106.37777777777777	47.06
1035	KEND	36.33972222222222	-97.91611111111112	14.91
1036	KENV	40.718611111111116	-114.03083333333333	45.41
1037	KESF	31.39472222222222	-92.29555555555555	6.52
1038	KEWN	35.07277777777778	-77.04277777777777	5.32
1039	KEWR	40.69222222222222	-74.16861111111112	10.42
1040	KEYW	24.55611111111111	-81.75944444444444	14.31
1041	KFAF	37.1325	-76.6086111111111	4.89
1042	KFAT	36.77611111111111	-119.71805555555555	3.48
1043	KFCS	38.67833333333333	-104.75638888888889	12.96
1044	KFFO	39.82611111111112	-84.04833333333333	11.24
1045	KFHU	31.58833333333333	-110.34416666666667	1.63
1046	KFLL	26.072499999999998	-80.1525	10.82
1047	KFLO	34.18527777777778	-79.7238888888889	5.99
1048	KFLV	39.36833333333333	-94.91444444444446	7.67
1049	KFMH	41.65833333333333	-70.5213888888889	2.96
1050	KFMN	36.74111111111111	-108.22972222222222	8.77
1051	KFMY	26.586388888888887	-81.86305555555555	7.97
1052	KFOD	42.55138888888889	-94.19250000000001	9.39
1053	KFOE	38.950833333333335	-95.66361111111112	6.76
1054	KFOK	40.843611111111116	-72.63166666666666	1.62
1055	KFRI	39.055	-96.76444444444445	10.22
1056	KFSI	34.64972222222222	-98.40194444444445	13.92
1057	KFSM	35.33638888888889	-94.36722222222221	6.75
1058	KFTK	37.90694444444444	-85.97194444444445	4.34
1059	KFTW	32.819722222222225	-97.36222222222221	16.74
1060	KFXE	26.197222222222223	-80.17055555555557	10.82
1061	KFYV	36.005	-94.17	8.07
1062	KGAG	36.29527777777778	-99.77638888888889	17.96
1063	KGCK	37.927499999999995	-100.72416666666666	17.62
1064	KGEG	47.61972222222222	-117.53361111111111	11.44
1065	KGFK	47.94916666666666	-97.17611111111111	1.77
1066	KGGG	32.38472222222222	-94.71138888888889	11.11
1067	KGLS	29.26527777777778	-94.86027777777777	6.46
1068	KGNT	35.165277777777774	-107.90055555555556	2.68
1069	KGNV	29.69	-82.27166666666666	3.32
1070	KGRB	44.485	-88.12944444444443	6.55
1071	KGRF	47.07916666666667	-122.58055555555555	9.38
1072	KGRK	31.06722222222222	-97.82888888888888	11.22
1073	KGRR	42.880833333333335	-85.52277777777778	11.55
1074	KGSB	35.33916666666667	-77.96055555555556	4.11
1075	KGTB	44.05555555555555	-75.71944444444445	6.02
1076	KGTF	47.481944444444444	-111.37055555555555	4.39
1077	KGUS	40.64805555555556	-86.15194444444445	9.59
1078	KGVT	33.06777777777778	-96.06527777777778	4.98
1079	KGVW	38.843333333333334	-94.56055555555555	8.67
1080	KGWO	33.494166666666665	-90.08444444444444	8.68
1081	KHBR	34.99111111111111	-99.05111111111111	18.77
1082	KHFD	41.736111111111114	-72.65	2.33
1083	KHHR	33.922777777777775	-118.335	11.36
1084	KHIB	47.38638888888889	-92.83888888888889	2.87
1085	KHIF	41.12388888888889	-111.97277777777778	16.1
1086	KHKY	35.74111111111111	-81.38944444444445	13.2
1087	KHLN	46.60666666666667	-111.9825	5.66
1088	KHLR	31.13861111111111	-97.71444444444445	11.65
1089	KHMN	32.8525	-106.10638888888889	20.06
1090	KHOB	32.6875	-103.21694444444445	14.71
1091	KHON	44.385	-98.22833333333334	8.98
1092	KHOP	36.66833333333333	-87.4961111111111	6.48
1093	KHOU	29.64527777777778	-95.27888888888889	11.79
1094	KHPN	41.066944444444445	-73.7075	6.11
1095	KHRL	26.22833333333333	-97.65416666666667	9.45
1096	KHRO	36.26138888888889	-93.15472222222223	4.23
1097	KHRT	30.42777777777778	-86.68916666666667	2.2
1098	KHST	25.488333333333333	-80.38361111111112	12.12
1099	KHTL	44.359722222222224	-84.67111111111112	11.57
1100	KHUA	34.67861111111111	-86.68472222222222	8.37
1101	KHUF	39.45138888888889	-87.30749999999999	9.25
1102	KHUL	46.12305555555555	-67.79194444444444	0.62
1103	KHVR	48.54277777777778	-109.76222222222222	5.23
1104	KHWO	26.00138888888889	-80.24027777777778	11.62
1105	KIAB	37.62277777777778	-97.26722222222222	10.64
1106	KIAD	38.94444444444444	-77.45555555555556	6.69
1107	KIAG	43.10722222222223	-78.94611111111111	8.0
1108	KIAH	29.980277777777776	-95.33972222222222	8.91
1109	KICT	37.64972222222222	-97.43305555555555	10.28
1110	KIKK	41.07138888888889	-87.8461111111111	5.5
1111	KIKR	35.04	-106.60916666666667	41.07
1112	KILG	39.67861111111111	-75.60638888888889	6.21
1113	KILM	34.27055555555555	-77.9025	3.8
1114	KIND	39.717222222222226	-86.29416666666667	8.06
1115	KINK	31.779444444444444	-103.20111111111112	12.7
1116	KINL	48.566111111111105	-93.40305555555557	0.91
1117	KINS	36.58694444444445	-115.67333333333333	26.93
1118	KINT	36.13361111111111	-80.22194444444445	9.9
1119	KIPL	32.83416666666667	-115.5786111111111	14.2
1120	KIPT	41.24194444444444	-76.92111111111112	3.37
1121	KISN	48.17777777777778	-103.64222222222223	8.72
1122	KISP	40.794999999999995	-73.1	5.22
1123	KJAN	32.31111111111111	-90.07583333333334	11.71
1124	KJAX	30.49388888888889	-81.68777777777778	2.57
1125	KJBR	35.83166666666667	-90.64611111111111	7.38
1126	KJFK	40.63972222222222	-73.77888888888889	31.07
1127	KLAN	42.77861111111111	-84.58722222222222	10.23
1128	KLAS	36.08027777777778	-115.15222222222222	42.9
1129	KLAX	33.942499999999995	-118.40805555555556	3.22
1130	KLBB	33.66361111111111	-101.82277777777777	16.61
1131	KLCH	30.12611111111111	-93.22333333333333	6.12
1132	KLCK	39.81361111111111	-82.92777777777778	12.94
1133	KLFI	37.08277777777778	-76.36027777777777	6.16
1134	KLFK	31.233888888888888	-94.75	8.01
1135	KLFT	30.205277777777777	-91.9875	9.53
1136	KLGA	40.77722222222222	-73.87249999999999	23.22
1137	KLGB	33.8175	-118.15138888888889	15.7
1138	KLHW	31.88888888888889	-81.56222222222222	2.89
1139	KLIT	34.72944444444445	-92.22416666666666	7.73
1140	KLNA	26.592777777777776	-80.085	12.05
1141	KLNK	40.850833333333334	-96.75916666666667	8.28
1142	KLOU	38.22777777777778	-85.66361111111112	12.07
1143	KLRD	27.54361111111111	-99.46138888888889	8.5
1144	KLRF	34.918055555555554	-92.1463888888889	6.5
1145	KLSF	32.33722222222222	-84.99111111111111	7.56
1146	KLSV	36.236111111111114	-115.03416666666666	33.97
1147	KLTS	34.66694444444444	-99.26666666666667	18.81
1148	KLUF	33.535	-112.38305555555554	9.61
1149	KLUK	39.10333333333333	-84.41861111111112	14.3
1150	KMAF	31.9425	-102.20166666666667	12.88
1151	KMCC	38.6675	-121.40055555555556	1.02
1152	KMCF	27.849166666666665	-82.52111111111111	6.66
1153	KMCI	39.2975	-94.71388888888889	8.16
1154	KMCN	32.69277777777778	-83.64916666666667	6.89
1155	KMCO	28.42888888888889	-81.31583333333333	7.56
1156	KMDT	40.19333333333333	-76.76333333333334	8.51
1157	KMDW	41.78583333333333	-87.75222222222222	13.33
1158	KMEM	35.04222222222222	-89.97666666666667	10.3
1159	KMER	37.38027777777778	-120.56805555555555	0.67
1160	KMFE	26.175833333333333	-98.23861111111111	10.06
1161	KMGE	33.915277777777774	-84.51611111111112	23.49
1162	KMHR	38.553888888888885	-121.2975	1.17
1163	KMIA	25.793055555555558	-80.29055555555556	11.85
1164	KMIB	48.41555555555556	-101.35749999999999	2.26
1165	KMIV	39.367777777777775	-75.07222222222222	6.32
1166	KMKE	42.947222222222216	-87.8963888888889	12.84
1167	KMKL	35.599722222222226	-88.91555555555556	9.3
1168	KMKO	35.6575	-95.36138888888888	7.89
1169	KMLB	28.102500000000003	-80.64500000000001	7.78
1170	KMLC	34.882222222222225	-95.78333333333333	6.42
1171	KMLT	45.647777777777776	-68.68555555555555	0.57
1172	KMLU	32.51083333333333	-92.0375	6.11
1173	KMMV	45.19444444444444	-123.13583333333334	5.07
1174	KMNM	45.12638888888889	-87.63833333333334	4.59
1175	KMOB	30.691388888888888	-88.24277777777777	4.06
1176	KMOD	37.62555555555556	-120.95416666666667	0.75
1177	KMOT	48.259166666666665	-101.28027777777778	2.93
1178	KMPV	44.20333333333333	-72.56222222222222	2.14
1179	KMQT	46.53388888888889	-87.56166666666667	0.72
1180	KMSN	43.13972222222222	-89.33749999999999	11.41
1181	KMSP	44.88027777777778	-93.21666666666667	19.68
1182	KMSS	44.93583333333333	-74.84527777777777	5.73
1183	KMSY	29.993333333333336	-90.25777777777778	5.92
1184	KMTC	42.61277777777778	-82.83166666666666	13.36
1185	KMUI	40.43472222222222	-76.56916666666666	4.92
1186	KMUO	43.04333333333333	-115.87222222222222	14.61
1187	KMWH	47.2075	-119.32	7.62
1188	KMWL	32.78138888888889	-98.06	14.88
1189	KMXF	32.37916666666667	-86.3625	12.25
1190	KMYR	33.67972222222222	-78.92833333333334	6.17
1191	KNBC	32.477222222222224	-80.72305555555556	2.84
1192	KNBG	29.825277777777778	-90.035	6.54
1193	KNCA	34.708333333333336	-77.43944444444445	4.17
1194	KNEL	40.03333333333333	-74.35333333333332	5.91
1195	KNFL	39.41638888888889	-118.70083333333334	44.73
1196	KNGU	36.9375	-76.28916666666666	6.65
1197	KNHK	38.28583333333333	-76.41166666666668	10.37
1198	KNID	35.687777777777775	-117.69055555555556	13.84
1199	KNIP	30.235833333333336	-81.68055555555556	3.29
1200	KNJK	32.82916666666667	-115.67166666666667	10.71
1201	KNKT	34.902499999999996	-76.88083333333333	5.18
1202	KNKX	32.86833333333333	-117.14250000000001	11.77
1203	KNLC	36.33277777777778	-119.95194444444445	1.35
1204	KNMM	32.551944444444445	-88.55555555555556	5.63
1205	KNOW	48.14138888888889	-123.41388888888889	2.32
1206	KNPA	30.352500000000003	-87.31861111111111	3.47
1207	KNQA	35.35666666666667	-89.87027777777777	8.39
1208	KNQI	27.50722222222222	-97.80972222222222	10.01
1209	KNQX	24.575833333333332	-81.6888888888889	14.31
1210	KNSE	30.724166666666665	-87.02194444444444	2.8
1211	KNTD	34.12027777777778	-119.12083333333332	2.52
1212	KNTK	33.70611111111111	-117.82722222222222	8.27
1213	KNTU	36.82055555555556	-76.03333333333333	5.5
1214	KNUQ	37.415	-122.04805555555555	2.62
1215	KNUW	48.35166666666667	-122.65583333333333	6.27
1216	KNXP	34.29611111111111	-116.16194444444444	14.82
1217	KNXX	40.19972222222222	-75.14805555555556	6.29
1218	KNYG	38.501666666666665	-77.30527777777777	9.9
1219	KNZC	30.21861111111111	-81.87638888888888	2.68
1220	KNZY	32.69916666666666	-117.21527777777779	3.0
1221	KOAK	37.721111111111114	-122.22055555555556	3.58
1222	KOFF	41.11833333333333	-95.91250000000001	12.29
1223	KOGS	44.68194444444444	-75.46555555555555	9.52
1224	KOKC	35.393055555555556	-97.60055555555554	13.36
1225	KOLS	31.4175	-110.84777777777778	1.81
1226	KOMA	41.302499999999995	-95.89361111111111	12.5
1227	KONT	34.05583333333333	-117.60111111111111	10.4
1228	KOPF	25.90694444444444	-80.27833333333334	11.16
1229	KORD	41.97944444444445	-87.90444444444445	12.37
1230	KORF	36.894444444444446	-76.20111111111112	6.65
1231	KORL	28.54527777777778	-81.33277777777778	7.56
1232	KPAE	47.90611111111111	-122.28138888888888	11.21
1233	KPAM	30.06972222222222	-85.57638888888889	2.0
1234	KPBF	34.17472222222222	-91.93444444444445	6.9
1235	KPBG	44.65083333333333	-73.46805555555555	2.37
1236	KPBI	26.68305555555556	-80.09555555555555	12.46
1237	KPDX	45.58861111111111	-122.5975	13.22
1238	KPHF	37.13166666666667	-76.49277777777777	6.3
1239	KPHL	39.871944444444445	-75.24111111111111	6.89
1240	KPHN	42.91083333333333	-82.5286111111111	11.11
1241	KPHX	33.43416666666666	-112.00805555555556	7.33
1242	KPIE	27.910555555555554	-82.68722222222223	6.89
1243	KPIT	40.49138888888889	-80.23277777777778	8.76
1244	KPMD	34.62916666666667	-118.08444444444444	18.35
1245	KPNC	36.730555555555554	-97.09972222222221	11.13
1246	KPNE	40.081944444444446	-75.01055555555556	6.29
1247	KPNM	45.55972222222222	-93.60805555555555	10.57
1248	KPNS	30.473055555555554	-87.18722222222223	2.92
1249	KPOB	35.170833333333334	-79.01444444444445	5.09
1250	KPOE	31.044722222222223	-93.1913888888889	8.26
1251	KPQI	46.68888888888888	-68.04472222222222	0.65
1252	KPRC	34.654444444444444	-112.41944444444445	14.54
1253	KPSP	33.82944444444445	-116.50666666666666	1.39
1254	KPSX	28.7275	-96.25083333333333	8.33
1255	KPUB	38.288888888888884	-104.49638888888889	13.11
1256	KPVD	41.723888888888894	-71.42805555555556	1.16
1257	KPWM	43.64611111111111	-70.3086111111111	0.86
1258	KRAL	33.95166666666667	-117.44500000000001	20.25
1259	KRBM	34.85	-92.3	6.51
1260	KRCA	44.144999999999996	-103.10333333333332	11.34
1261	KRDR	47.96083333333333	-97.40111111111112	0.94
1262	KRDU	35.8775	-78.78722222222223	5.87
1263	KRIC	37.505	-77.31944444444444	10.32
1264	KRIU	38.48861111111111	-121.10222222222221	0.8
1265	KRIV	33.88055555555555	-117.25944444444444	12.55
1266	KRME	43.23361111111111	-75.40694444444445	6.3
1267	KRND	29.529444444444444	-98.27888888888889	13.07
1268	KRNO	39.498333333333335	-119.76805555555555	28.65
1269	KROC	43.118611111111115	-77.67222222222223	7.94
1270	KROW	33.30138888888889	-104.53055555555555	17.67
1271	KRSW	26.53611111111111	-81.755	7.77
1272	KSAC	38.5125	-121.49333333333334	1.01
1273	KSAF	35.61666666666667	-106.08805555555556	5.21
1274	KSAN	32.733333333333334	-117.18944444444445	11.62
1275	KSAT	29.533611111111114	-98.46972222222223	15.68
1276	KSAV	32.1275	-81.20194444444445	3.52
1277	KSBO	32.608333333333334	-82.36861111111111	6.91
1278	KSBY	38.34027777777778	-75.51027777777777	4.88
1279	KSCK	37.89416666666666	-121.23861111111111	1.76
1280	KSEA	47.44888888888889	-122.30916666666667	19.95
1281	KSEM	32.34388888888889	-86.98777777777778	8.03
1282	KSFF	47.68277777777777	-117.32249999999999	15.61
1283	KSFO	37.61888888888889	-122.37472222222222	3.58
1284	KSFZ	41.92055555555555	-71.49111111111111	1.49
1285	KSHV	32.44638888888888	-93.82555555555555	7.6
1286	KSJC	37.361666666666665	-121.92888888888889	2.62
1287	KSJT	31.3575	-100.4961111111111	7.82
1288	KSKA	47.615	-117.65555555555557	10.26
1289	KSKF	29.384166666666665	-98.58083333333333	17.02
1290	KSKY	41.43333333333333	-82.65222222222222	13.38
1291	KSLC	40.788333333333334	-111.9775	30.03
1292	KSMF	38.695277777777775	-121.59055555555555	1.02
1293	KSNA	33.675555555555555	-117.86805555555554	8.27
1294	KSPB	45.7725	-122.86222222222221	3.8
1295	KSPG	27.765	-82.62694444444443	8.41
1296	KSPS	33.98861111111111	-98.49166666666667	14.82
1297	KSSC	33.97277777777778	-80.47277777777778	6.32
1298	KSTL	38.7475	-90.35972222222222	8.76
1299	KSUU	38.2625	-121.92722222222223	1.75
1300	KSUX	42.402499999999996	-96.38416666666667	10.8
1301	KSVN	32.01	-81.14555555555556	3.48
1302	KSWF	41.50388888888889	-74.10472222222222	6.69
1303	KSYR	43.111111111111114	-76.1061111111111	7.83
1304	KSZL	38.73027777777778	-93.54777777777778	4.52
1305	KTBN	37.74138888888889	-92.14055555555557	3.95
1306	KTCC	35.18277777777777	-103.60305555555556	17.97
1307	KTCM	47.1375	-122.47638888888889	9.38
1308	KTCS	33.23694444444445	-107.27166666666666	3.45
1309	KTEB	40.849722222222226	-74.06083333333333	4.55
1310	KTIK	35.414722222222224	-97.3863888888889	12.86
1311	KTLH	30.39638888888889	-84.35027777777778	2.3
1312	KTMB	25.647777777777776	-80.43277777777779	11.85
1313	KTNT	25.861666666666668	-80.89694444444446	9.95
1314	KTPA	27.975277777777777	-82.53305555555555	6.66
1315	KTTN	40.276666666666664	-74.81333333333333	4.67
1316	KTUL	36.19833333333333	-95.88805555555557	9.15
1317	KTUS	32.11611111111111	-110.9413888888889	12.57
1318	KTXK	33.453611111111115	-93.99083333333333	7.61
1319	KTYR	32.35388888888889	-95.40222222222222	6.19
1320	KTYS	35.81222222222222	-83.99277777777777	18.3
1321	KUGN	42.42194444444444	-87.86777777777777	9.16
1322	KVAD	30.967777777777776	-83.19277777777778	1.71
1323	KVBG	34.72944444444445	-120.57666666666667	0.72
1324	KVCV	34.59305555555556	-117.37944444444443	3.98
1325	KVPS	30.483055555555556	-86.52527777777777	2.16
1326	KVRB	27.655555555555555	-80.41777777777779	10.35
1327	KWAL	37.94	-75.46638888888889	4.64
1328	KWRB	32.64	-83.59166666666667	4.61
1329	KWRI	40.01555555555556	-74.5936111111111	6.76
1330	KWSD	32.34138888888889	-106.4025	54.23
1331	KWWD	39.00833333333333	-74.90805555555556	5.18
1332	KYIP	42.23777777777778	-83.53027777777778	8.74
1333	KYNG	41.260555555555555	-80.67888888888889	11.45
1334	KYUM	32.656388888888884	-114.60583333333332	36.99
1335	KZUN	35.083333333333336	-108.79166666666667	2.06
1336	LATI	41.414722222222224	19.720555555555553	8.1
1337	LBBG	42.56888888888889	27.51388888888889	15.74
1338	LBGO	43.15138888888889	25.712777777777777	17.56
1339	LBPD	42.06777777777778	24.850833333333334	85.41
1340	LBSF	42.69499999999999	23.40611111111111	47.18
1341	LBWN	43.231944444444444	27.825	9.97
1342	LCLK	34.875	33.624722222222225	6.73
1343	LCPH	34.717777777777776	32.48555555555556	5.5
1344	LCRA	34.59027777777778	32.98777777777778	4.43
1345	LDDU	42.56111111111111	18.268055555555556	13.53
1346	LDOS	45.462500000000006	18.81138888888889	16.08
1347	LDPL	44.89333333333333	13.921944444444444	15.84
1348	LDRI	45.21666666666667	14.57	27.38
1349	LDSP	43.538888888888884	16.297777777777778	6.76
1350	LDZA	45.74277777777778	16.06861111111111	61.25
1351	LDZD	44.10805555555556	15.346666666666668	7.08
1352	LEAL	38.28194444444444	-0.5580555555555556	0.6
1353	LEAM	36.84388888888889	-2.37	0.62
1354	LEAS	43.56333333333333	-6.0344444444444445	3.09
1355	LEBA	37.841944444444444	-4.8486111111111105	3.8
1356	LEBB	43.30083333333333	-2.9105555555555553	1.83
1357	LEBL	41.29694444444444	2.0783333333333336	4.42
1358	LEBZ	38.89111111111111	-6.821111111111111	1.94
1359	LECO	43.301944444444445	-8.377222222222223	3.0
1360	LEGA	37.13305555555556	-3.6355555555555554	2.61
1361	LEGE	41.90083333333333	2.7602777777777776	17.39
1362	LEGR	37.18861111111111	-3.777222222222222	2.61
1363	LEIB	38.87277777777778	1.3730555555555557	2.84
1364	LEJR	36.74444444444445	-6.06	8.06
1365	LELC	37.77472222222222	-0.8122222222222223	1.44
1366	LEMD	40.47222222222222	-3.560833333333333	0.96
1367	LEMG	36.67361111111111	-4.498888888888889	4.49
1368	LEMH	39.862500000000004	4.2186111111111115	8.22
1369	LEMO	37.17472222222222	-5.615833333333333	5.98
1370	LEPA	39.55	2.7333333333333334	14.88
1371	LEPP	42.769999999999996	-1.646111111111111	0.69
1372	LERS	41.14722222222222	1.1669444444444446	0.77
1373	LESA	40.95194444444445	-5.501944444444445	1.3
1374	LESO	43.35638888888889	-1.7905555555555555	1.1
1375	LEST	42.89611111111111	-8.415000000000001	2.71
1376	LESU	42.33861111111111	1.4091666666666667	0.58
1377	LETO	40.486666666666665	-3.4580555555555557	0.96
1378	LEVC	39.48916666666667	-0.4813888888888889	0.59
1379	LEVD	41.70611111111111	-4.851944444444444	1.18
1380	LEVT	42.882777777777775	-2.7244444444444444	1.07
1381	LEVX	42.23166666666667	-8.626666666666667	1.85
1382	LEXJ	43.426944444444445	-3.82	2.69
1383	LEZG	41.66611111111111	-1.041388888888889	0.97
1384	LEZL	37.41777777777777	-5.893055555555555	2.67
1385	LFAC	50.96194444444445	1.9547222222222222	2.68
1386	LFAT	50.514722222222225	1.6272222222222223	3.47
1387	LFBA	44.17472222222222	0.5905555555555556	2.07
1388	LFBD	44.82833333333333	-0.7155555555555555	2.0
1389	LFBE	44.82527777777778	0.5186111111111111	2.89
1390	LFBG	45.65833333333333	-0.3175	3.09
1391	LFBI	46.587500000000006	0.30666666666666664	3.91
1392	LFBK	46.224444444444444	2.3630555555555555	1.37
1393	LFBL	45.86277777777778	1.1794444444444445	1.73
1394	LFBN	46.31111111111111	-0.4013888888888889	3.3
1395	LFBO	43.62888888888889	1.363611111111111	1.69
1396	LFBP	43.38	-0.41861111111111116	2.4
1397	LFBR	43.44888888888889	1.2633333333333334	1.66
1398	LFBT	43.17861111111111	-0.006388888888888889	1.48
1399	LFBU	45.72916666666667	0.22138888888888889	4.21
1400	LFBV	45.15083333333333	1.4691666666666667	1.76
1401	LFBX	45.198055555555555	0.8155555555555556	1.88
1402	LFBZ	43.468333333333334	-1.5230555555555556	1.18
1403	LFCH	44.59638888888889	-1.1108333333333333	2.4
1404	LFCI	43.91361111111111	2.1130555555555555	1.48
1405	LFCK	43.55611111111111	2.2891666666666666	1.51
1406	LFCR	44.407777777777774	2.4825	0.88
1407	LFCY	45.628055555555555	-0.9725	2.39
1408	LFDN	45.88777777777778	-0.9830555555555556	2.38
1409	LFGA	48.109722222222224	7.358888888888888	0.9
1410	LFGJ	47.038888888888884	5.427222222222222	2.0
1411	LFHO	44.54416666666666	4.371944444444444	0.66
1412	LFHP	45.07944444444445	3.7647222222222223	0.85
1413	LFHS	46.200833333333335	5.291944444444444	2.07
1414	LFHV	45.91638888888889	4.640555555555555	1.19
1415	LFHY	46.53444444444444	3.423611111111111	1.52
1416	LFJL	48.98222222222223	6.253611111111111	2.53
1417	LFKB	42.553888888888885	9.483333333333333	9.42
1418	LFKC	42.53055555555555	8.793055555555556	6.21
1419	LFKF	41.50055555555556	9.097777777777779	10.17
1420	LFKJ	41.92361111111111	8.802777777777779	11.09
1421	LFKS	41.924166666666665	9.405833333333334	7.36
1422	LFLA	47.85	3.4969444444444444	1.98
1423	LFLB	45.63777777777778	5.880000000000001	1.74
1424	LFLC	45.78638888888889	3.1691666666666665	0.94
1425	LFLD	47.058055555555555	2.370277777777778	3.37
1426	LFLH	46.825833333333335	4.8175	1.39
1427	LFLI	46.19194444444444	6.2683333333333335	29.37
1428	LFLL	45.726111111111116	5.090833333333333	4.54
1429	LFLM	46.294999999999995	4.795555555555556	0.99
1430	LFLO	46.05833333333333	4.001388888888889	1.22
1431	LFLP	45.92916666666667	6.0986111111111105	2.17
1432	LFLS	45.36277777777778	5.329166666666667	3.03
1433	LFLT	46.3525	2.5702777777777777	1.37
1434	LFLU	44.921388888888885	4.969722222222222	1.02
1435	LFLV	46.169444444444444	3.403611111111111	1.35
1436	LFLW	44.89138888888889	2.4219444444444442	0.8
1437	LFLX	46.86194444444445	1.7305555555555556	2.93
1438	LFLY	45.72805555555556	4.9447222222222225	5.52
1439	LFMA	43.50527777777778	5.3677777777777775	1.59
1440	LFMD	43.54194444444444	6.953333333333333	15.35
1441	LFMH	45.540277777777774	4.296388888888889	1.18
1442	LFMK	43.215833333333336	2.306111111111111	1.52
1443	LFML	43.43555555555555	5.213611111111112	1.59
1444	LFMN	43.660555555555554	7.2175	17.91
1445	LFMP	42.74027777777778	2.8705555555555557	0.66
1446	LFMQ	43.2525	5.785	1.87
1447	LFMT	43.57611111111112	3.962777777777778	0.68
1448	LFMU	43.323888888888895	3.3555555555555556	0.64
1449	LFMV	43.907222222222224	4.901666666666667	0.73
1450	LFNB	44.50194444444445	3.5327777777777776	0.65
1451	LFOB	49.45444444444445	2.112777777777778	1.38
1452	LFOH	49.53388888888889	0.08805555555555555	3.17
1453	LFOJ	47.98777777777778	1.7605555555555557	2.55
1454	LFOP	49.384166666666665	1.1747222222222222	1.62
1455	LFOT	47.43222222222222	0.7275	3.01
1456	LFOU	47.081944444444446	-0.8769444444444445	3.89
1457	LFOV	48.03111111111111	-0.7427777777777778	2.26
1458	LFPB	48.96944444444445	2.441388888888889	5.46
1459	LFPC	49.25333333333333	2.5188888888888887	1.16
1460	LFPG	49.01277777777778	2.55	1.22
1461	LFPN	48.751666666666665	2.1061111111111113	1.63
1462	LFPO	48.72527777777778	2.3594444444444447	4.23
1463	LFPT	49.09638888888889	2.040833333333333	1.02
1464	LFQB	48.32277777777778	4.017777777777778	3.04
1465	LFQG	47.00111111111111	3.1144444444444446	1.58
1466	LFQQ	50.56166666666666	3.0894444444444447	3.17
1467	LFRB	48.44777777777777	-4.418333333333334	5.66
1468	LFRC	49.65	-1.4702777777777778	3.54
1469	LFRD	48.58777777777778	-2.08	4.07
1470	LFRG	49.36527777777778	0.15416666666666667	2.56
1471	LFRH	47.760555555555555	-3.4400000000000004	4.96
1472	LFRI	46.70194444444445	-1.3786111111111112	2.92
1473	LFRK	49.17333333333333	-0.45	2.31
1474	LFRM	47.948611111111106	0.2016666666666667	2.02
1475	LFRN	48.06944444444445	-1.7347222222222223	4.49
1476	LFRO	48.75416666666667	-3.471388888888889	4.26
1477	LFRQ	47.974722222222226	-4.167777777777778	4.97
1478	LFRS	47.153055555555554	-1.6105555555555557	3.86
1479	LFRT	48.53777777777778	-2.8544444444444443	3.32
1480	LFRU	48.60305555555556	-3.8155555555555556	4.93
1481	LFRV	47.723055555555554	-2.7183333333333333	3.09
1482	LFRZ	47.31194444444444	-2.1491666666666664	3.24
1483	LFSB	47.589444444444446	7.529722222222222	1.31
1484	LFSD	47.26888888888889	5.09	1.77
1485	LFSF	49.07166666666667	6.131666666666666	2.28
1486	LFSG	48.32472222222223	6.069722222222222	2.4
1487	LFSN	48.69194444444444	6.230277777777778	2.89
1488	LFSR	49.309999999999995	4.05	1.3
1489	LFST	48.53805555555555	7.628055555555556	1.52
1490	LFTH	43.09722222222222	6.145833333333334	1.26
1491	LFTW	43.757222222222225	4.416111111111111	0.61
1492	LFVP	46.7625	-56.17527777777777	16.31
1493	LGAD	37.92055555555555	21.2925	3.18
1494	LGAG	38.60194444444445	21.351111111111113	4.93
1495	LGAL	40.85583333333334	25.95611111111111	13.64
1496	LGAT	37.88777777777778	23.731666666666666	6.4
1497	LGBL	39.21944444444445	22.79416666666667	32.36
1498	LGHI	38.34305555555556	26.140555555555554	7.34
1499	LGIO	39.69638888888888	20.822499999999998	7.13
1500	LGIR	35.339444444444446	25.18027777777778	4.07
1501	LGKA	40.44944444444444	21.27611111111111	8.9
1502	LGKC	36.274166666666666	23.016944444444444	2.33
1503	LGKF	38.11972222222222	20.500555555555554	2.89
1504	LGKL	37.068333333333335	22.025555555555556	3.01
1505	LGKO	36.79333333333333	27.091666666666665	4.6
1506	LGKP	35.421388888888885	27.145833333333332	4.75
1507	LGKR	39.60194444444445	19.911666666666665	7.32
1508	LGKS	35.42111111111111	26.91	5.65
1509	LGKV	40.91305555555555	24.61916666666667	4.89
1510	LGKZ	40.28611111111111	21.840833333333332	20.12
1511	LGLE	37.18472222222222	26.80027777777778	5.19
1512	LGLM	39.91694444444444	25.23611111111111	10.71
1513	LGLR	39.65	22.46527777777778	11.24
1514	LGMK	37.434999999999995	25.348055555555554	5.37
1515	LGMT	39.056666666666665	26.598333333333333	6.72
1516	LGPZ	38.92527777777777	20.76527777777778	6.62
1517	LGRP	36.405277777777776	28.08611111111111	6.28
1518	LGRX	38.151111111111106	21.425555555555558	3.01
1519	LGSA	35.531666666666666	24.149444444444445	2.65
1520	LGSK	39.176944444444445	23.503611111111113	16.23
1521	LGSM	37.69	26.911666666666665	4.89
1522	LGSR	36.400277777777774	25.47861111111111	5.3
1523	LGST	35.21361111111111	26.0975	6.38
